name,category,classification,item_type,unit_of_measure,is_trackable,description,condition,quantity,serial_number,expiration_date
Pipe Wrench,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-007-PIPE-WRENCH-009,
Pipe Wrench,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-007-PIPE-WRENCH-010,
Pipe Wrench,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-007-PIPE-WRENCH-011,
Pipe Wrench,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-007-PIPE-WRENCH-012,
Crowbar,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-008-CROWBAR-001,
Crowbar,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-008-CROWBAR-002,
Crowbar,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-008-CROWBAR-003,
Crowbar,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-008-CROWBAR-004,
Hacksaw,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-009-HACKSAW-001,
Hacksaw,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-009-HACKSAW-002,
Hacksaw,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-009-HACKSAW-003,
Hacksaw,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-009-HACKSAW-004,
Portable Airblower,exhaust_pm,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-010-PORTABLE-AIRBLOWER-001,
Portable Airblower,exhaust_pm,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-010-PORTABLE-AIRBLOWER-002,
Portable Airblower,exhaust_pm,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-010-PORTABLE-AIRBLOWER-003,
Portable Airblower,exhaust_pm,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-010-PORTABLE-AIRBLOWER-004,
Portable Airblower,exhaust_pm,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-010-PORTABLE-AIRBLOWER-005,
Portable Airblower,exhaust_pm,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-010-PORTABLE-AIRBLOWER-006,
Portable Airblower,exhaust_pm,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-010-PORTABLE-AIRBLOWER-007,
Portable Airblower,exhaust_pm,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-010-PORTABLE-AIRBLOWER-008,
Portable Airblower,exhaust_pm,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-010-PORTABLE-AIRBLOWER-009,
Portable Airblower,exhaust_pm,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-010-PORTABLE-AIRBLOWER-010,
Radela,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-011-RADELA-001,
Radela,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-011-RADELA-002,
Radela,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-011-RADELA-003,
Radela,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-011-RADELA-004,
Radela,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-011-RADELA-005,
Radela,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-011-RADELA-006,
Radela,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-011-RADELA-007,
Radela,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-011-RADELA-008,
Heat Gun,pm_of_accu_fcu,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-012-HEAT-GUN-001,
Heat Gun,pm_of_accu_fcu,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-012-HEAT-GUN-002,
Heat Gun,pm_of_accu_fcu,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-012-HEAT-GUN-003,
Heat Gun,pm_of_accu_fcu,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-012-HEAT-GUN-004,
Heat Gun,pm_of_accu_fcu,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-012-HEAT-GUN-005,
Heat Gun,pm_of_accu_fcu,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-012-HEAT-GUN-006,
Trouble Light,pm_set_electrical,equipment,electronics,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-013-TROUBLE-LIGHT-001,
Trouble Light,pm_set_electrical,equipment,electronics,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-013-TROUBLE-LIGHT-002,
Trouble Light,pm_set_electrical,equipment,electronics,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-013-TROUBLE-LIGHT-003,
Trouble Light,pm_set_electrical,equipment,electronics,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-013-TROUBLE-LIGHT-004,
Trouble Light,pm_set_electrical,equipment,electronics,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-013-TROUBLE-LIGHT-005,
Trouble Light,pm_set_electrical,equipment,electronics,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-013-TROUBLE-LIGHT-006,
Trouble Light,pm_set_electrical,equipment,electronics,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-013-TROUBLE-LIGHT-007,
Sealant Gun,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-014-SEALANT-GUN-001,
Sealant Gun,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-014-SEALANT-GUN-002,
Sealant Gun,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-014-SEALANT-GUN-003,
Sealant Gun,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-014-SEALANT-GUN-004,
Sealant Gun,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-014-SEALANT-GUN-005,
Sealant Gun,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-014-SEALANT-GUN-006,
Sealant Gun,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-014-SEALANT-GUN-007,
Sealant Gun,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-014-SEALANT-GUN-008,
Sealant Gun,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-014-SEALANT-GUN-009,
Sealant Gun,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-014-SEALANT-GUN-010,
Sealant Gun,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-014-SEALANT-GUN-011,
Sealant Gun,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-014-SEALANT-GUN-012,
Sealant Gun,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-014-SEALANT-GUN-013,
Lever Bar,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-015-LEVER-BAR-001,
Lever Bar,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-015-LEVER-BAR-002,
Lever Bar,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-015-LEVER-BAR-003,
Lever Bar,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-015-LEVER-BAR-004,
Bearing Puller,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-016-BEARING-PULLER-001,
Bearing Puller,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-016-BEARING-PULLER-002,
Bearing Puller,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-016-BEARING-PULLER-003,
Bearing Puller,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-016-BEARING-PULLER-004,
Bearing Puller,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-016-BEARING-PULLER-005,
Bearing Puller,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-016-BEARING-PULLER-006,
Bearing Puller,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-016-BEARING-PULLER-007,
Bearing Puller,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-016-BEARING-PULLER-008,
L-Square,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-017-L-SQUARE-001,
L-Square,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-017-L-SQUARE-002,
L-Square,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-017-L-SQUARE-003,
L-Square,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-017-L-SQUARE-004,
L-Square,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-017-L-SQUARE-005,
L-Square,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-017-L-SQUARE-006,
Cement Thrower / Kutsara,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-018-CEMENT-THROWER-KUT-001,
Cement Thrower / Kutsara,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-018-CEMENT-THROWER-KUT-002,
Cement Thrower / Kutsara,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-018-CEMENT-THROWER-KUT-003,
Cement Thrower / Kutsara,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-018-CEMENT-THROWER-KUT-004,
Cement Thrower / Kutsara,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-018-CEMENT-THROWER-KUT-005,
Cement Thrower / Kutsara,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-018-CEMENT-THROWER-KUT-006,
Cement Thrower / Kutsara,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-018-CEMENT-THROWER-KUT-007,
Cement Thrower / Kutsara,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-018-CEMENT-THROWER-KUT-008,
Allen Wrench,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-019-ALLEN-WRENCH-001,
Allen Wrench,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-019-ALLEN-WRENCH-002,
Allen Wrench,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-019-ALLEN-WRENCH-003,
Allen Wrench,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-019-ALLEN-WRENCH-004,
Allen Wrench,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-019-ALLEN-WRENCH-005,
Allen Wrench,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-019-ALLEN-WRENCH-006,
Allen Wrench,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-019-ALLEN-WRENCH-007,
Oxy/Acet Outfit,pm_of_accu_fcu,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-020-OXY-ACET-OUTFIT-001,
Oxy/Acet Outfit,pm_of_accu_fcu,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-020-OXY-ACET-OUTFIT-002,
Oxy/Acet Outfit,pm_of_accu_fcu,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-020-OXY-ACET-OUTFIT-003,
Oxy/Acet Outfit,pm_of_accu_fcu,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-020-OXY-ACET-OUTFIT-004,
Knock-Out,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-021-KNOCK-OUT-001,
Knock-Out,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-021-KNOCK-OUT-002,
Knock-Out,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-021-KNOCK-OUT-003,
Ladder (Folding),items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-022-LADDER-FOLDING-001,
Ladder (Folding),items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-022-LADDER-FOLDING-002,
Ladder (Folding),items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-022-LADDER-FOLDING-003,
Ladder (Folding),items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-022-LADDER-FOLDING-004,
E-Drill,pm_of_accu_fcu,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-023-E-DRILL-001,
E-Drill,pm_of_accu_fcu,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-023-E-DRILL-002,
E-Drill,pm_of_accu_fcu,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-023-E-DRILL-003,
E-Drill,pm_of_accu_fcu,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-023-E-DRILL-004,
E-Drill,pm_of_accu_fcu,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-023-E-DRILL-005,
E-Drill,pm_of_accu_fcu,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-023-E-DRILL-006,
E-Drill,pm_of_accu_fcu,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-023-E-DRILL-007,
Hilti Chipping Gun,pm_of_accu_fcu,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-024-HILTI-CHIPPING-GUN-001,
Hilti Chipping Gun,pm_of_accu_fcu,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-024-HILTI-CHIPPING-GUN-002,
Hilti Chipping Gun,pm_of_accu_fcu,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-024-HILTI-CHIPPING-GUN-003,
Hilti Chipping Gun,pm_of_accu_fcu,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-024-HILTI-CHIPPING-GUN-004,
Hilti Chipping Gun,pm_of_accu_fcu,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-024-HILTI-CHIPPING-GUN-005,
Hilti Chipping Gun,pm_of_accu_fcu,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-024-HILTI-CHIPPING-GUN-006,
Hilti Chipping Gun,pm_of_accu_fcu,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-024-HILTI-CHIPPING-GUN-007,
Hilti T.E. Drill,pm_of_accu_fcu,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-025-HILTI-T-E-DRILL-001,
Hilti T.E. Drill,pm_of_accu_fcu,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-025-HILTI-T-E-DRILL-002,
Hilti T.E. Drill,pm_of_accu_fcu,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-025-HILTI-T-E-DRILL-003,
Hilti T.E. Drill,pm_of_accu_fcu,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-025-HILTI-T-E-DRILL-004,
Hilti T.E. Drill,pm_of_accu_fcu,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-025-HILTI-T-E-DRILL-005,
Hilti T.E. Drill,pm_of_accu_fcu,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-025-HILTI-T-E-DRILL-006,
Hilti T.E. Drill,pm_of_accu_fcu,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-025-HILTI-T-E-DRILL-007,
Hydraulic Crimper,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-026-HYDRAULIC-CRIMPER-001,
Hydraulic Crimper,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-026-HYDRAULIC-CRIMPER-002,
Hydraulic Crimper,items_tools,equipment,tools,,true,Imported from UPDATED WAREHOUSE TOOLS (PAPER).,good,1,UWT-026-HYDRAULIC-CRIMPER-003,
